"GUIDE_A","GUIDE_B","GUIDE_C","GUIDE_D","RELTRAD","RELPER","IDEO","PARTY","WEIGHT","RELTRADlabels","PARTYlabels"
"Very important",1,1,2,10000,3,2,2,1450.75943988976,"Catholic","Democrat"
"Extremely important",1,1,3,10000,2,2,1,15577.2444042011,"Catholic","Republican"
"Somewhat important",1,2,2,1100,2,2,2,7995.11517199598,"Evangelical Protestant","Democrat"
"Not at all important",2,2,3,100000,4,3,1,3216.88285648534,"Religiously Unaffiliated","Republican"
"Not at all important",1,1,1,10000,2,3,1,2605.41418505121,"Catholic","Republican"
"Very important",1,1,1,10000,2,1,1,11376.7248374319,"Catholic","Republican"
"Extremely important",1,1,2,1300,2,3,2,5928.48242629041,"Historically Black Protestant","Democrat"
"Very important",1,1,1,10000,2,3,3,6742.0783616782,"Catholic","Independent"
"Somewhat important",1,1,1,90002,3,3,3,7106.41306280731,"Other Faiths","Independent"
"Somewhat important",1,1,1,40002,2,3,2,2367.94758557487,"Other Christian","Democrat"
"Somewhat important",2,2,3,70000,2,3,2,8890.87674741756,"Buddhist","Democrat"
"Not too important",2,2,2,100000,3,5,3,5036.13201992786,"Religiously Unaffiliated","Independent"
"Extremely important",3,1,3,1100,1,3,1,2112.67589994877,"Evangelical Protestant","Republican"
"Extremely important",1,2,2,1200,2,2,1,5660.18192240074,"Mainline Protestant","Republican"
"Extremely important",1,1,2,10000,2,2,1,3603.76959982094,"Catholic","Republican"
"Extremely important",2,2,2,1200,2,2,1,9217.57645316937,"Mainline Protestant","Republican"
"Extremely important",1,1,3,1100,2,4,3,2361.96645327109,"Evangelical Protestant","Independent"
"Very important",2,1,2,10000,1,3,3,2142.53749374704,"Catholic","Independent"
"Not at all important",1,1,1,100000,4,3,3,5928.94899742088,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,3,10000,1,1,1,4078.2580724058,"Catholic","Republican"
"Somewhat important",1,1,1,10000,3,2,1,10906.8585119912,"Catholic","Republican"
"Very important",2,1,1,10000,1,4,1,2100.6867804822,"Catholic","Republican"
"Somewhat important",1,1,2,10000,2,2,1,2832.71749713788,"Catholic","Republican"
"Somewhat important",2,2,4,100000,3,2,1,901.378597260175,"Religiously Unaffiliated","Republican"
"Extremely important",5,1,5,1100,4,2,1,9004.12666648497,"Evangelical Protestant","Republican"
"Somewhat important",2,2,2,10000,2,3,4,8204.9169392036,"Catholic","Something else"
"Somewhat important",1,1,1,1100,2,3,3,1761.93377718126,"Evangelical Protestant","Independent"
"Somewhat important",2,2,3,90002,3,3,4,4921.73659665775,"Other Faiths","Something else"
"Extremely important",1,2,2,1100,1,5,4,7045.22729135205,"Evangelical Protestant","Something else"
"Very important",2,1,2,1100,2,2,2,4075.9256549184,"Evangelical Protestant","Democrat"
"Very important",1,1,2,100000,3,2,3,1819.35302355719,"Religiously Unaffiliated","Independent"
"Not too important",2,1,1,100000,3,3,3,5060.82232795179,"Religiously Unaffiliated","Independent"
"Somewhat important",2,2,2,1200,3,4,2,6188.44302836223,"Mainline Protestant","Democrat"
"Extremely important",1,1,3,1100,1,2,1,3522.51899384736,"Evangelical Protestant","Republican"
"Not at all important",1,2,1,100000,4,3,3,5790.25261524558,"Religiously Unaffiliated","Independent"
"Very important",2,2,2,1100,2,3,3,5539.54373957347,"Evangelical Protestant","Independent"
"Extremely important",2,1,2,1100,2,3,2,4155.79748432358,"Evangelical Protestant","Democrat"
"Extremely important",1,1,1,1100,1,1,1,51808.0200617973,"Evangelical Protestant","Republican"
"Somewhat important",1,1,3,100000,4,3,3,14525.1991313289,"Religiously Unaffiliated","Independent"
"Extremely important",2,3,3,10000,1,2,1,3563.60334399535,"Catholic","Republican"
"Somewhat important",1,2,1,90001,2,3,2,18948.8883069925,"Other World Religions","Democrat"
"Somewhat important",1,2,2,1100,2,1,1,4866.03846475195,"Evangelical Protestant","Republican"
"Somewhat important",1,1,1,100000,3,4,2,4085.7014184414,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,50000,3,3,2,2391.10088441367,"Jewish","Democrat"
"Not at all important",1,1,1,100000,4,2,1,10147.2806487814,"Religiously Unaffiliated","Republican"
"Somewhat important",1,2,1,1200,3,4,2,3955.79527456923,"Mainline Protestant","Democrat"
"Extremely important",1,1,1,1100,1,3,1,16794.341588825,"Evangelical Protestant","Republican"
"Extremely important",2,3,2,1100,2,1,1,3799.55795561566,"Evangelical Protestant","Republican"
"Not at all important",1,1,1,100000,4,3,4,5993.35419712193,"Religiously Unaffiliated","Something else"
"Not at all important",1,2,1,100000,4,4,2,3538.04488672886,"Religiously Unaffiliated","Democrat"
"Very important",2,2,3,1200,1,2,1,4059.91320609346,"Mainline Protestant","Republican"
"Extremely important",1,1,1,1100,1,4,2,17610.9158421005,"Evangelical Protestant","Democrat"
"Very important",2,2,2,1200,1,3,2,7770.98635364933,"Mainline Protestant","Democrat"
"Not at all important",1,1,1,100000,4,4,4,3901.60322218865,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,2,10000,1,2,2,12284.4027670406,"Catholic","Democrat"
"Not too important",1,1,1,100000,4,3,3,11243.1509386182,"Religiously Unaffiliated","Independent"
"Extremely important",2,1,2,1100,1,2,1,6774.33596254907,"Evangelical Protestant","Republican"
"Very important",2,1,4,1200,1,3,2,11370.1878654803,"Mainline Protestant","Democrat"
"Somewhat important",2,2,2,60000,2,3,3,8876.01786362315,"Muslim","Independent"
"Very important",2,1,2,100000,4,3,3,8519.07268341835,"Religiously Unaffiliated","Independent"
"Not too important",1,1,1,70000,2,2,4,5949.34804806453,"Buddhist","Something else"
"Not too important",1,1,3,100000,4,3,3,10097.5610277482,"Religiously Unaffiliated","Independent"
"Very important",2,2,5,10000,2,3,3,2731.11950155718,"Catholic","Independent"
"Extremely important",1,1,1,50000,2,1,1,2724.67661680804,"Jewish","Republican"
"Extremely important",2,2,2,1100,1,2,3,1536.11818463006,"Evangelical Protestant","Independent"
"Very important",1,1,2,1100,2,3,1,1472.33192594751,"Evangelical Protestant","Republican"
"Somewhat important",2,2,2,100000,2,3,2,3678.71995404183,"Religiously Unaffiliated","Democrat"
"Very important",2,2,3,1200,2,3,2,5245.1655201624,"Mainline Protestant","Democrat"
"Very important",2,2,3,1200,1,2,1,13337.8559120535,"Mainline Protestant","Republican"
"Extremely important",2,2,2,1100,1,1,3,7732.81543927367,"Evangelical Protestant","Independent"
"Extremely important",1,1,1,1100,1,3,1,10830.8064189541,"Evangelical Protestant","Republican"
"Not at all important",2,2,2,1200,3,4,2,2038.1305874414,"Mainline Protestant","Democrat"
"Somewhat important",1,1,1,100000,4,4,2,1362.26045767329,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,1100,1,3,2,1698.82729110402,"Evangelical Protestant","Democrat"
"Very important",1,1,1,1100,2,3,2,7215.99154048218,"Evangelical Protestant","Democrat"
"Very important",2,2,3,1200,1,2,1,7350.94103362221,"Mainline Protestant","Republican"
"Somewhat important",1,2,2,100000,2,3,1,5931.90557243343,"Religiously Unaffiliated","Republican"
"Not too important",1,1,1,10000,3,4,3,6858.65202299854,"Catholic","Independent"
"Not too important",1,2,2,1200,2,2,1,2693.15775123284,"Mainline Protestant","Republican"
"Not at all important",1,1,1,100000,4,4,4,15138.2219942213,"Religiously Unaffiliated","Something else"
"Very important",2,2,2,1100,2,3,1,24646.7109313377,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1100,1,2,1,36713.6110066651,"Evangelical Protestant","Republican"
"Extremely important",1,1,3,1100,2,2,1,3921.10998842993,"Evangelical Protestant","Republican"
"Somewhat important",1,2,2,10000,3,2,1,4378.42104402521,"Catholic","Republican"
"Somewhat important",2,2,1,1200,3,4,2,715.043920130979,"Mainline Protestant","Democrat"
"Somewhat important",1,1,2,10000,2,3,3,3809.79473296492,"Catholic","Independent"
"Somewhat important",1,1,3,1200,3,2,1,10838.6067270346,"Mainline Protestant","Republican"
"Extremely important",3,2,4,10000,2,2,1,3690.47553693185,"Catholic","Republican"
"Very important",2,1,2,80000,2,2,1,3632.44170592015,"Hindu","Republican"
"Extremely important",1,1,1,1100,2,2,1,1728.01814146146,"Evangelical Protestant","Republican"
"Somewhat important",1,2,2,100000,4,4,2,2315.34710054941,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,2,20000,1,2,1,3516.11558387978,"Mormon","Republican"
"Somewhat important",1,1,1,60000,3,4,2,6814.50069871271,"Muslim","Democrat"
"Extremely important",2,2,3,10000,3,2,1,6852.38467932013,"Catholic","Republican"
"Somewhat important",1,1,1,1200,2,3,3,4445.21618525109,"Mainline Protestant","Independent"
"Extremely important",1,1,1,100000,2,3,1,6600.43402250865,"Religiously Unaffiliated","Republican"
"Not too important",1,1,1,10000,2,2,1,5990.96101045726,"Catholic","Republican"
"Somewhat important",1,1,1,10000,3,3,3,9377.83237244943,"Catholic","Independent"
"Extremely important",1,2,1,1100,2,2,1,3320.51332912467,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1200,2,3,1,3372.33263480303,"Mainline Protestant","Republican"
"Somewhat important",2,2,2,10000,3,2,2,7348.22255767384,"Catholic","Democrat"
"Extremely important",1,1,1,100000,2,3,2,3186.25246154681,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,1100,2,1,3,3214.8303742374,"Evangelical Protestant","Independent"
"Somewhat important",1,1,1,100000,3,3,4,14925.5828761216,"Religiously Unaffiliated","Something else"
"Not too important",2,1,2,10000,3,4,3,11072.4276669931,"Catholic","Independent"
"Extremely important",1,1,1,10000,1,2,1,3553.61210275516,"Catholic","Republican"
"Extremely important",1,1,3,1100,1,1,3,2299.93401784992,"Evangelical Protestant","Independent"
"Not at all important",1,1,2,100000,4,3,4,15869.3479346463,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,2,10000,1,2,1,12018.5379032904,"Catholic","Republican"
"Very important",1,1,2,1100,2,3,1,6353.43825657689,"Evangelical Protestant","Republican"
"Not at all important",2,2,2,100000,4,4,2,4407.73528131384,"Religiously Unaffiliated","Democrat"
"Not too important",2,3,4,100000,4,3,3,17148.2054486313,"Religiously Unaffiliated","Independent"
"Not too important",2,2,2,100000,4,4,2,6911.89439210611,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,2,1100,1,2,3,11651.1588455788,"Evangelical Protestant","Independent"
"Extremely important",1,1,3,1300,1,4,2,10393.6482723529,"Historically Black Protestant","Democrat"
"Extremely important",2,1,2,20000,1,2,1,3310.40387434875,"Mormon","Republican"
"Somewhat important",1,3,3,10000,2,3,3,3734.27387495735,"Catholic","Independent"
"Not at all important",1,1,1,100000,4,4,3,813.986420829769,"Religiously Unaffiliated","Independent"
"Not too important",2,2,1,100000,3,4,2,4252.95364719496,"Religiously Unaffiliated","Democrat"
"Very important",2,2,4,10000,2,1,2,2327.18145404867,"Catholic","Democrat"
"Very important",2,2,2,1200,1,3,3,1507.23238339081,"Mainline Protestant","Independent"
"Extremely important",1,1,2,1100,1,2,1,3826.19790534606,"Evangelical Protestant","Republican"
"Not too important",1,1,1,70000,4,3,2,4894.76602942749,"Buddhist","Democrat"
"Somewhat important",2,2,3,1200,2,5,3,2132.12626571705,"Mainline Protestant","Independent"
"Extremely important",1,1,1,1100,2,3,1,4111.6745498122,"Evangelical Protestant","Republican"
"Not at all important",1,1,1,100000,4,4,2,1841.90223153747,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,2,2,10000,2,3,2,2526.34571945453,"Catholic","Democrat"
"Not at all important",2,2,1,100000,4,4,2,1099.17304054384,"Religiously Unaffiliated","Democrat"
"Very important",3,1,3,1100,1,2,3,1595.30074182748,"Evangelical Protestant","Independent"
"Somewhat important",1,1,3,1200,2,2,4,2635.44572716647,"Mainline Protestant","Something else"
"Somewhat important",2,1,1,1200,2,3,3,325.431756805481,"Mainline Protestant","Independent"
"Not too important",1,2,2,100000,4,3,2,1747.04201679916,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,2,2,1200,3,4,2,1951.52369366053,"Mainline Protestant","Democrat"
"Very important",2,2,3,10000,2,2,1,8323.08581750164,"Catholic","Republican"
"Extremely important",1,1,1,10000,1,2,1,2471.85472329141,"Catholic","Republican"
"Very important",1,1,1,10000,2,3,1,2036.09081368375,"Catholic","Republican"
"Somewhat important",1,2,2,10000,2,3,1,10217.2017491777,"Catholic","Republican"
"Somewhat important",2,2,2,1200,2,3,1,3176.79811453056,"Mainline Protestant","Republican"
"Very important",2,2,2,1100,2,3,3,3085.30331638524,"Evangelical Protestant","Independent"
"Extremely important",1,1,1,1100,1,3,4,25993.2887549933,"Evangelical Protestant","Something else"
"Not too important",1,2,2,100000,4,5,2,7791.1588952084,"Religiously Unaffiliated","Democrat"
"Not too important",1,1,1,100000,3,5,2,2779.42488658646,"Religiously Unaffiliated","Democrat"
"Very important",2,2,2,1100,1,4,2,5689.46792397325,"Evangelical Protestant","Democrat"
"Very important",2,2,3,100000,2,3,4,21448.5203964064,"Religiously Unaffiliated","Something else"
"Very important",2,2,2,60000,2,4,3,16854.3900009954,"Muslim","Independent"
"Extremely important",1,1,2,1100,2,2,1,5878.2776943027,"Evangelical Protestant","Republican"
"Not too important",1,1,1,50000,3,3,2,3900.42369518123,"Jewish","Democrat"
"Not at all important",1,2,1,100000,4,5,2,3151.65423546349,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,1,10000,2,3,2,2607.04510658874,"Catholic","Democrat"
"Extremely important",1,1,3,1100,2,1,1,2917.73033384715,"Evangelical Protestant","Republican"
"Somewhat important",1,1,1,1100,3,3,1,19503.3426457114,"Evangelical Protestant","Republican"
"Not at all important",1,2,1,100000,4,3,2,1712.51374193232,"Religiously Unaffiliated","Democrat"
"Not too important",2,2,3,10000,2,3,2,4911.2249817409,"Catholic","Democrat"
"Not at all important",1,1,1,50000,4,4,2,1633.11958279919,"Jewish","Democrat"
"Very important",2,1,3,1100,2,2,1,4530.19942269928,"Evangelical Protestant","Republican"
"Very important",1,1,3,1100,2,2,1,11513.6617882089,"Evangelical Protestant","Republican"
"Not at all important",2,1,2,10000,4,4,2,1886.52867674315,"Catholic","Democrat"
"Somewhat important",2,1,3,1200,2,2,1,11270.4815502606,"Mainline Protestant","Republican"
"Very important",1,4,1,1200,3,3,4,1941.65530646733,"Mainline Protestant","Something else"
"Not at all important",1,1,1,100000,4,4,2,3889.50805049442,"Religiously Unaffiliated","Democrat"
"Very important",2,2,2,60000,2,3,2,6107.86709963238,"Muslim","Democrat"
"Very important",2,2,2,1200,1,3,4,1991.11214896596,"Mainline Protestant","Something else"
"Very important",3,2,3,1100,4,3,4,10971.341540722,"Evangelical Protestant","Something else"
"Somewhat important",1,2,3,90001,1,5,2,3279.66778252246,"Other World Religions","Democrat"
"Somewhat important",2,2,3,10000,3,3,1,4330.81423384182,"Catholic","Republican"
"Very important",2,1,2,1100,2,1,1,7131.87483738458,"Evangelical Protestant","Republican"
"Extremely important",2,1,3,1200,1,1,1,31844.5758205573,"Mainline Protestant","Republican"
"Somewhat important",3,2,3,100000,2,1,2,11204.5406942678,"Religiously Unaffiliated","Democrat"
"Very important",2,2,2,1200,3,4,2,1896.43638248089,"Mainline Protestant","Democrat"
"Somewhat important",2,2,1,100000,3,3,2,1834.182375032,"Religiously Unaffiliated","Democrat"
"Not too important",1,1,1,100000,4,4,2,2484.16138162144,"Religiously Unaffiliated","Democrat"
"Very important",1,1,2,10000,2,2,1,14226.7529946552,"Catholic","Republican"
"Very important",2,2,2,1100,2,1,1,3222.63828155222,"Evangelical Protestant","Republican"
"Not at all important",1,1,1,100000,4,5,3,1020.32715590107,"Religiously Unaffiliated","Independent"
"Not at all important",1,1,2,100000,4,5,2,3121.06980232689,"Religiously Unaffiliated","Democrat"
"Not at all important",1,3,2,100000,4,4,2,1665.71222602411,"Religiously Unaffiliated","Democrat"
"Very important",1,1,1,1100,2,3,3,2059.34833235012,"Evangelical Protestant","Independent"
"Somewhat important",1,1,3,100000,3,2,1,7057.48070862835,"Religiously Unaffiliated","Republican"
"Somewhat important",1,2,2,100000,3,3,3,736.300789920515,"Religiously Unaffiliated","Independent"
"Very important",2,2,5,10000,1,2,1,35672.7757072599,"Catholic","Republican"
"Very important",3,2,2,10000,2,3,3,1467.7913626287,"Catholic","Independent"
"Extremely important",1,1,1,10000,1,2,4,2093.253526079,"Catholic","Something else"
"Somewhat important",2,1,2,40002,3,3,1,5888.6168232551,"Other Christian","Republican"
"Extremely important",2,2,2,1100,1,2,1,2635.44572716647,"Evangelical Protestant","Republican"
"Very important",2,2,3,10000,2,3,2,6521.74557268959,"Catholic","Democrat"
"Not too important",1,1,2,100000,4,2,1,8965.52763157544,"Religiously Unaffiliated","Republican"
"Very important",2,2,2,1100,2,2,3,3341.87630962307,"Evangelical Protestant","Independent"
"Very important",1,2,1,10000,3,3,2,10801.2552870712,"Catholic","Democrat"
"Somewhat important",1,2,2,100000,3,3,2,21126.8566439475,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,3,60000,1,5,3,19396.2219380951,"Muslim","Independent"
"Somewhat important",1,1,2,10000,2,3,3,8895.20193105158,"Catholic","Independent"
"Extremely important",1,1,2,1100,1,2,2,9959.03012171167,"Evangelical Protestant","Democrat"
"Very important",1,1,2,10000,2,2,3,3563.60334399535,"Catholic","Independent"
"Not too important",2,2,2,100000,4,4,4,6781.01663324832,"Religiously Unaffiliated","Something else"
"Very important",1,1,1,10000,2,3,2,8723.1946913497,"Catholic","Democrat"
"Extremely important",2,2,4,1100,1,2,1,12475.7350280153,"Evangelical Protestant","Republican"
"Somewhat important",3,1,3,1200,3,3,3,6896.02404769546,"Mainline Protestant","Independent"
"Very important",2,2,2,1200,4,2,3,20292.825923362,"Mainline Protestant","Independent"
"Not too important",1,1,1,100000,4,5,2,2283.22988653143,"Religiously Unaffiliated","Democrat"
"Not at all important",2,2,2,1200,4,2,1,4612.4606388362,"Mainline Protestant","Republican"
"Not at all important",2,2,1,100000,4,4,2,3519.91257624957,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,100000,1,1,2,18304.0107506151,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,2,1,100000,4,3,3,4308.2050633497,"Religiously Unaffiliated","Independent"
"Very important",2,2,2,1100,2,2,3,7193.61345477832,"Evangelical Protestant","Independent"
"Somewhat important",3,2,2,90002,3,3,3,923.129567977393,"Other Faiths","Independent"
"Not at all important",1,5,1,100000,4,5,2,3911.51037563977,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,1100,1,1,1,6042.4134372588,"Evangelical Protestant","Republican"
"Somewhat important",1,1,1,70000,2,3,2,6052.34292134693,"Buddhist","Democrat"
"Extremely important",3,1,2,1100,1,1,1,4719.44466760396,"Evangelical Protestant","Republican"
"Not too important",1,1,3,10000,3,3,1,7809.59423197522,"Catholic","Republican"
"Extremely important",1,2,2,1100,2,3,2,1562.7912303183,"Evangelical Protestant","Democrat"
"Somewhat important",1,1,1,100000,4,2,1,4030.26682757041,"Religiously Unaffiliated","Republican"
"Very important",1,1,2,10000,2,3,2,8061.54563143356,"Catholic","Democrat"
"Very important",1,1,3,1100,1,2,1,30039.0949282753,"Evangelical Protestant","Republican"
"Not at all important",1,1,1,100000,4,5,4,10302.0266939732,"Religiously Unaffiliated","Something else"
"Somewhat important",2,2,2,1200,2,3,2,9955.36787149405,"Mainline Protestant","Democrat"
"Somewhat important",1,1,3,100000,3,3,1,6706.20383011743,"Religiously Unaffiliated","Republican"
"Not too important",1,1,1,100000,4,4,2,5708.43501522312,"Religiously Unaffiliated","Democrat"
"Somewhat important",2,2,3,50000,3,3,1,1284.67594295479,"Jewish","Republican"
"Somewhat important",3,3,3,100000,3,3,1,20383.5521586613,"Religiously Unaffiliated","Republican"
"Not at all important",2,1,1,100000,4,3,3,2215.10525794742,"Religiously Unaffiliated","Independent"
"Somewhat important",1,1,2,1200,4,3,1,20876.6962706474,"Mainline Protestant","Republican"
"Not too important",1,1,1,100000,4,5,2,1667.96913317393,"Religiously Unaffiliated","Democrat"
"Very important",1,1,1,10000,3,4,2,4224.97602476164,"Catholic","Democrat"
"Extremely important",1,1,3,1100,2,1,1,4591.69645715009,"Evangelical Protestant","Republican"
"Extremely important",2,1,3,1200,2,1,1,1290.21955133925,"Mainline Protestant","Republican"
"Extremely important",2,2,2,1100,4,3,1,2276.6175843658,"Evangelical Protestant","Republican"
"Somewhat important",2,2,2,1100,2,3,1,3127.9747044991,"Evangelical Protestant","Republican"
"Not too important",2,1,2,1300,2,3,3,4376.60512441831,"Historically Black Protestant","Independent"
"Extremely important",1,1,1,100000,3,3,3,2979.01408553688,"Religiously Unaffiliated","Independent"
"Somewhat important",2,2,2,100000,3,2,3,7215.33192285336,"Religiously Unaffiliated","Independent"
"Somewhat important",1,1,3,100000,3,5,4,6424.30255420805,"Religiously Unaffiliated","Something else"
"Not at all important",1,2,1,100000,4,4,4,27117.0854730523,"Religiously Unaffiliated","Something else"
"Not too important",1,1,1,100000,4,3,3,1550.57926284333,"Religiously Unaffiliated","Independent"
"Very important",1,1,2,1200,1,3,1,2239.04373042515,"Mainline Protestant","Republican"
"Not at all important",2,2,2,100000,4,4,2,1798.50924870178,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,100000,2,2,1,10646.6983028212,"Religiously Unaffiliated","Republican"
"Extremely important",1,1,1,10000,2,2,1,3612.81780003944,"Catholic","Republican"
"Extremely important",1,1,1,1100,1,1,1,4454.10307622097,"Evangelical Protestant","Republican"
"Somewhat important",3,2,2,10000,3,5,2,2437.55657693981,"Catholic","Democrat"
"Somewhat important",3,3,3,1300,3,3,1,5748.03863717596,"Historically Black Protestant","Republican"
"Not at all important",1,1,1,100000,4,4,2,2440.48823328739,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,1,1,100000,3,5,2,5225.66731407388,"Religiously Unaffiliated","Democrat"
"Not at all important",2,1,2,100000,4,5,3,3079.62123766308,"Religiously Unaffiliated","Independent"
"Not at all important",1,1,1,100000,4,5,2,832.839445738502,"Religiously Unaffiliated","Democrat"
"Very important",2,2,4,1200,3,1,1,834.435549421859,"Mainline Protestant","Republican"
"Not too important",1,1,2,10000,3,3,3,4381.52976112666,"Catholic","Independent"
"Somewhat important",3,3,3,1300,3,2,3,4416.14397202948,"Historically Black Protestant","Independent"
"Not too important",2,1,1,100000,4,4,2,6475.74751077197,"Religiously Unaffiliated","Democrat"
"Very important",1,2,3,1200,1,3,2,2462.64198236006,"Mainline Protestant","Democrat"
"Somewhat important",1,1,3,10000,2,3,4,8042.98809278354,"Catholic","Something else"
"Extremely important",1,1,1,10000,1,4,2,6244.05916891254,"Catholic","Democrat"
"Not too important",1,1,1,100000,4,4,3,3244.70055308383,"Religiously Unaffiliated","Independent"
"Extremely important",2,2,2,1100,1,3,1,6386.58026528231,"Evangelical Protestant","Republican"
"Extremely important",1,1,1,1100,1,1,4,9650.01762399382,"Evangelical Protestant","Something else"
"Not too important",1,1,1,100000,4,5,2,16110.0155189346,"Religiously Unaffiliated","Democrat"
"Very important",1,1,1,1100,2,3,3,57348.3377789221,"Evangelical Protestant","Independent"
"Extremely important",1,1,1,1300,2,3,3,1840.16535635972,"Historically Black Protestant","Independent"
"Extremely important",1,1,2,1100,2,1,1,10315.7571535323,"Evangelical Protestant","Republican"
"Very important",1,1,1,100000,3,4,2,2874.49953737484,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,100000,4,4,2,4829.20000768386,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,100000,4,5,3,968.939687212503,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,2,1100,1,2,3,4573.8105032153,"Evangelical Protestant","Independent"
"Very important",1,1,1,100000,2,2,2,8272.90356000751,"Religiously Unaffiliated","Democrat"
"Somewhat important",4,1,1,70000,4,4,3,17127.7121121722,"Buddhist","Independent"
"Not at all important",1,1,1,100000,4,4,2,4562.30397176289,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,10000,2,2,1,898.070968694123,"Catholic","Republican"
"Somewhat important",1,1,1,40002,2,5,2,4087.23926139036,"Other Christian","Democrat"
"Extremely important",2,2,2,20000,1,2,1,2445.617904016,"Mormon","Republican"
"Somewhat important",2,2,3,1200,2,3,2,342.526865521855,"Mainline Protestant","Democrat"
"Extremely important",2,2,2,1300,1,2,2,4915.95162710078,"Historically Black Protestant","Democrat"
"Somewhat important",1,3,2,100000,4,1,3,11183.9875470769,"Religiously Unaffiliated","Independent"
"Extremely important",1,1,1,1100,2,1,1,1572.68598119972,"Evangelical Protestant","Republican"
"Not at all important",1,2,2,50000,4,4,2,3911.51037563977,"Jewish","Democrat"
"Extremely important",1,1,3,10000,1,3,2,3760.05215939559,"Catholic","Democrat"
"Not at all important",1,2,1,100000,4,4,3,3831.07224322554,"Religiously Unaffiliated","Independent"
"Not at all important",2,1,1,100000,4,4,2,10164.6166340112,"Religiously Unaffiliated","Democrat"
"Not too important",2,2,2,100000,4,4,3,19170.7066927897,"Religiously Unaffiliated","Independent"
"Not at all important",1,1,1,100000,4,4,2,6073.94644713182,"Religiously Unaffiliated","Democrat"
"Not too important",3,1,3,100000,3,2,1,10974.1463161248,"Religiously Unaffiliated","Republican"
"Somewhat important",1,1,2,10000,2,3,1,30133.5349264891,"Catholic","Republican"
"Extremely important",1,1,1,60000,2,2,1,8997.32164542161,"Muslim","Republican"
"Not at all important",1,3,1,100000,4,3,3,14743.7299623128,"Religiously Unaffiliated","Independent"
"Not at all important",1,1,1,100000,4,5,2,2634.49076927022,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,1,100000,1,1,1,4357.89918419263,"Religiously Unaffiliated","Republican"
"Somewhat important",2,1,1,1200,3,4,3,3514.83768516724,"Mainline Protestant","Independent"
"Extremely important",1,1,1,1100,1,3,3,10588.7684067404,"Evangelical Protestant","Independent"
"Not at all important",1,2,1,100000,4,4,2,7829.0115842968,"Religiously Unaffiliated","Democrat"
"Somewhat important",1,3,2,100000,4,3,4,5019.86804627203,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,1,10000,2,3,3,887.582755070255,"Catholic","Independent"
"Not at all important",2,1,2,100000,3,3,4,2659.83191234438,"Religiously Unaffiliated","Something else"
"Extremely important",1,1,2,10000,2,2,1,5089.93675766385,"Catholic","Republican"
"Not at all important",1,2,1,100000,4,5,2,3219.07060410798,"Religiously Unaffiliated","Democrat"
"Not at all important",2,2,2,100000,4,3,3,1304.41848452368,"Religiously Unaffiliated","Independent"
"Extremely important",4,4,2,1300,1,4,4,6668.18247605475,"Historically Black Protestant","Something else"
"Very important",2,2,2,1200,2,3,2,5815.22602305386,"Mainline Protestant","Democrat"
"Very important",2,1,2,1200,2,3,2,2818.47440005409,"Mainline Protestant","Democrat"
"Not at all important",1,1,1,100000,4,3,2,2803.04234161183,"Religiously Unaffiliated","Democrat"
"Not at all important",1,1,1,100000,4,4,2,817.898763185846,"Religiously Unaffiliated","Democrat"
"Extremely important",1,1,2,1200,2,3,1,7631.13202028885,"Mainline Protestant","Republican"
"Very important",2,2,3,10000,1,3,1,6189.94213817452,"Catholic","Republican"
"Extremely important",1,1,2,1100,1,1,1,11779.5898483947,"Evangelical Protestant","Republican"
"Not too important",1,1,1,100000,3,3,4,5571.0598147643,"Religiously Unaffiliated","Something else"
"Extremely important",3,2,4,1100,2,2,1,1840.31378871271,"Evangelical Protestant","Republican"
"Very important",2,2,3,1100,2,3,3,9378.52962957106,"Evangelical Protestant","Independent"
"Very important",1,2,3,1100,4,2,1,4323.10411200029,"Evangelical Protestant","Republican"
"Somewhat important",1,1,1,10000,3,3,3,1025.19944492261,"Catholic","Independent"
"Very important",2,2,3,1100,1,3,3,5893.58466235339,"Evangelical Protestant","Independent"
